"Item Id","Item Name","Price","Sales","Shop Name","Commission Rate","Commission","Product Link","Offer Link",
19130166653,"Puff Gigante Redondo140x20 Sem Enchimento Suede Premium Linha Gold","R$61,20","7mil","MA MEGA SHOP","13,00%","R$7,96","https://shopee.com.br/product/290232575/19130166653","https://s.shopee.com.br/4pzAqimNsc",
19297683502,"Cortador Multifuncional Fatiador De Verduras/frutas/legumes","R$49,99","6,1mil","WS Diario","8,00%","R$4,00","https://shopee.com.br/product/698887220/19297683502","https://s.shopee.com.br/4ffkePn1Db",
25035339839,"2024 Novos Sapatos Masculinos Da Moda De Quatro Estações Com Sola Macia Versátil , Comércio Exterior Pequenos Brancos","R$23,70",139,"putonbeauty1.br","3,00%","R$0,71","https://shopee.com.br/product/489308896/25035339839","https://s.shopee.com.br/3AqwresjGK",
20097726712,"Ventilador de teto Com Luz para Pequenos Espaços (6 Hélices) Controle Remoto Bivolt LED 110V-220V","R$89,99","7,4mil","vipcasa","10,00%","R$9,00","https://shopee.com.br/product/1024782317/20097726712","https://s.shopee.com.br/30XWfLtMbJ",
18350103557,"Removedor De Arranhões De Carro Kit De Reparo De Tinta De Corpo Composto Acessórios Automáticos","R$12,99","22,3mil","07benao.br","10,00%","R$1,30","https://shopee.com.br/product/826054756/18350103557","https://s.shopee.com.br/2qE6T2tzwI",
11151583052,"Rastreador Atividade Anti-Perda Bluetooth Sem Fio Para Animais De Estimação / Cachorros / Multicolorido","R$15,10","1,1mil","character.br","13,00%","R$1,96","https://shopee.com.br/product/427568303/11151583052","https://s.shopee.com.br/2fugGjudHH",
21137298849,"Vestido Longo Feminino Floral Boho Estampado Cinto Balanço Sem Mangas Com Decote Em V","R$91,99",491,"beautiful_diary","10,00%","R$9,20","https://shopee.com.br/product/572324101/21137298849","https://s.shopee.com.br/3q6desqBuW",
25170981087,"3M 300 Luz De Cortina LED 8 Modos De Iluminação Luzes De Fada De Fadas USB Para Decorações De Natal","R$21,52","69,2mil","Choice Oficial","13,00%","R$2,80","https://shopee.com.br/product/1006215031/25170981087","https://s.shopee.com.br/3fnDSZqpFV",
22997696142,"Caixa De Som Extreme 3 Tamanho 23 CM ou 33 CM Bluetooth Rádio 70W 120W","R$109,90","2mil","Cronos Importadora","10,00%","R$10,99","https://shopee.com.br/product/683422744/22997696142","https://s.shopee.com.br/3VTnGGrSaU",
21097623587,"Projetor 4K HD 150 Polegadas Celular, Tv B0x, Xbox, PS, Pc, Wifi e Bluetooth HY300 Magcubic 110/220","R$238,99","31,4mil","Alex.store","3,00%","R$7,17","https://shopee.com.br/product/478697224/21097623587","https://s.shopee.com.br/3LAN3xs5vT",
21397724421,"Tripé Estabilizador de Mão kit 5 em 1 gimbal Microfone Celular Gravação De Vídeo","R$38,79","7,9mil","LIULIU","7,00%","R$2,72","https://shopee.com.br/product/1066052934/21397724421","https://s.shopee.com.br/7AN5d0dV9E",
23197630028,"Tapete Banheiro Antiderrapante Absorvente de Secagem Rápida  pronto entregar Cor e Estampas sortidos Imperio","R$19,00","108,5mil","IMPÉRIO LIFE","3,00%","R$0,57","https://shopee.com.br/product/1215185317/23197630028","https://s.shopee.com.br/703fQhe8UD",
23797428924,"Robô Varredora/Aspirador De Pó  Automática 3 Em 1 Limpeza Doméstica Robótico Inteligente E Silencioso","R$49,00","32,7mil","TTcomercio","3,00%","R$1,47","https://shopee.com.br/product/733998429/23797428924","https://s.shopee.com.br/6pkFEOelpC",
23092037920,"Caixa de Som G-Speaker Luminária Bluetooth Inteligente Carregador Sem Fio Led Luz Rgb Caxinha","R$74,99","3,3mil","kaique.store","9,00%","R$6,75","https://shopee.com.br/product/476936005/23092037920","https://s.shopee.com.br/6fQp25fPAB",
21154240500,"Calças Jogger Masculina com punho Premium qualidade moda homem Estilos","R$29,90","55,1mil","Fashion Modas T.&.E","13,00%","R$3,89","https://shopee.com.br/product/447199298/21154240500","https://s.shopee.com.br/7pcmQEaxnQ",
23197380098,"M10 Fone De Ouvido Bluetooth 5.1 Sem Fio TWS Touch Noise Reduction Waterproof","R$19,00","31,7mil","LEGAL PLUS","7,5%","R$1,33","https://shopee.com.br/product/1027415014/23197380098","https://s.shopee.com.br/7fJMDvbb8P",
12802223703,"Relógio De Pressão Arterial SKMEI À Prova D'água Monitor Para Android iOS","R$109,99","6,5mil","skmei.br","11,00%","R$12,10","https://shopee.com.br/product/258820372/12802223703","https://s.shopee.com.br/7Uzw1ccETO",
21275168182,"Video Game  Stick 4K Com 20000 Jogos 64gb 2 Controles Sem Fio Console Portatil Original","R$98,90","39,9mil","Mega TechStore","7,00%","R$6,92","https://shopee.com.br/product/872424585/21275168182","https://s.shopee.com.br/7KgVpJcroN",
18099300748,"PIPOQUEIRA ELÉRICA Máquina Fazer Pipoca Sem Óleo POPCORN MAKE 100v-220v Envio Imediato","R$81,49","8,9mil","LIULIU","7,00%","R$5,70","https://shopee.com.br/product/1066052934/18099300748","https://s.shopee.com.br/5pri2YiZr6",
19271171408,"Pano de prato estampado com bainha","R$15,97","55,6mil","Az. Home - Pano de prato atacado","18,00%","R$2,87","https://shopee.com.br/product/648098895/19271171408","https://s.shopee.com.br/5fYHqFjDC5",
23896976641,"Arvore Natal Grande Pinheiro Decoração Natal 120cm 150cm 180cm 210cm Até 450Galhos","R$38,99","9,2mil","Mundo da Utilidade","7,00%","R$2,73","https://shopee.com.br/product/428672730/23896976641","https://s.shopee.com.br/5VErdwjqX4",
22393139100,"ROMANTIC CROWN Copo Térmico Inox Portátil 1200ml/1.2L Garrafa Térmica Inoxidável com Tampa e Canudo","R$69,98","25,4mil","Romantic Crown","8,00%","R$5,60","https://shopee.com.br/product/1198407784/22393139100","https://s.shopee.com.br/5KvRRdkTs3",
19887497526,"Y00031 Pedal de música para bebê piano brinquedo recém-nascido de 36 meses","R$72,26","23mil","Choice Oficial","3,00%","R$2,17","https://shopee.com.br/product/1006215031/19887497526","https://s.shopee.com.br/6V7Opmg2VI",
22797989496,"Escova Elétrica de Limpeza 5 em 1 Sem Fio Limpador Multiuso Prático Com Mais Duas Cabeças de Escova","R$27,89","16,6mil","Black Jack 2022","7,00%","R$1,95","https://shopee.com.br/product/711189782/22797989496","https://s.shopee.com.br/6KnydTgfqH",
21297687831,"Escorredor De Louça Cozinha Pratos E Talheres Plastico Top Casa","R$38,89","8,7mil","SANFANG","13,00%","R$5,06","https://shopee.com.br/product/484197168/21297687831","https://s.shopee.com.br/6AUYRAhJBG",
23593399977,"Camiseta Masculina QUEIMA DE ESTOQUE Estampa e Cor Aleatoria Camisa 100% algodão","R$19,72","2mil","Outlett da moda ","7,00%","R$1,38","https://shopee.com.br/product/285590701/23593399977","https://s.shopee.com.br/60B8ErhwWF",
22092500876,"Vestido Longo Feminino Midi com Fenda Lateral e detalhes luxo","R$60,99","2mil","VIVER DA MODA OFICIAL","18,00%","R$10,98","https://shopee.com.br/product/407406406/22092500876","https://s.shopee.com.br/9pNqnuTLk0",
22192647025,"caneca Kit Garrafa Térmica Vacuum Bottle Inox 500ml + 3 Xícaras Bebidas Fria ou Quente","R$31,98","91,4mil","XIXI-STORE3","7,00%","R$2,24","https://shopee.com.br/product/1108921660/22192647025","https://s.shopee.com.br/9f4QbbTz4z",
